39,1,-2.83754,8.04
39,1,-1.84132,-7.96
39,1,-1.85348,-11.96
39,2,-2.02783,6.04
39,2,-3.00999,-5.96
39,2,-1.91007,-9.96
40,1,-0.373419,8.04
40,2,-1.32565,6.04
40,2,7.19445,-5.96
45,1,1.05489,8.04
45,1,1.6714,-7.96
45,1,1.80057,-11.96
45,2,-3.90835,6.04
45,2,-4.61915,-5.96
45,2,-3.45462,-9.96
138,1,2.27777,8.04
138,1,0.342638,-7.96
138,1,-0.519196,-11.96
138,2,-2.63505,6.04
138,2,-0.711607,-5.96
138,2,1.64868,-9.96
173,1,-1.3049,8.04
173,1,-5.66571,-7.96
173,1,-7.44094,-11.96
173,2,1.73293,6.04
173,2,2.53986,-5.96
173,2,4.64244,-9.96
386,1,2.85565,8.04
386,1,3.08525,-7.96
386,1,3.29015,-11.96
386,2,-2.42479,6.04
386,2,-0.0116849,-5.96
386,2,2.26357,-9.96
418,1,3.35264,8.04
418,1,4.5564,-7.96
418,1,1.56726,-11.96
418,2,1.45454,6.04
418,2,3.1584,0.04
418,2,-0.811692,-5.96
418,2,-2.73288,-9.96
532,1,-0.809353,8.04
532,1,-2.49407,-7.96
532,2,-0.718187,6.04
532,2,4.11265,-5.96
532,2,7.64064,-9.96
547,1,-1.47105,8.04
547,1,-1.00945,-7.96
547,1,-0.564494,-11.96
547,2,-0.378344,6.04
547,2,4.02713,-5.96
547,2,7.00897,-9.96
576,1,-2.53854,8.04
576,1,-2.88066,-7.96
576,1,-2.29275,-11.96
576,2,-0.33311,6.04
576,2,1.65933,-5.96
576,2,3.61045,-9.96
648,1,-2.96394,8.04
648,1,-2.92005,-7.96
648,1,-2.70278,-11.96
648,2,0.76966,6.04
648,2,2.78654,-5.96
648,2,4.8981,-9.96
697,1,1.04263,8.04
697,1,1.22179,-7.96
697,1,1.20491,-11.96
697,2,-0.289665,6.04
697,2,3.98456,-5.96
697,2,6.8176,-9.96
816,1,2.94013,8.04
816,1,0.270139,-7.96
816,1,-0.470815,-11.96
816,2,-1.4488,6.04
816,2,0.749717,-5.96
816,2,2.9854,-9.96
841,1,0.606711,8.04
841,1,-0.115273,-7.96
841,1,-0.366253,-11.96
841,2,-3.9725,6.04
841,2,-4.77946,-5.96
841,2,-3.83828,-9.96
1011,1,-0.573502,8.04
1011,1,-4.372,-7.96
1011,1,-5.40549,-11.96
1011,2,-1.55062,6.04
1011,2,-0.947207,-5.96
1011,2,0.731162,-9.96
1080,1,3.32395,8.04
1080,1,3.16526,-7.96
1080,1,3.27429,-11.96
1080,2,-1.73418,6.04
1080,2,-0.26535,-5.96
1080,2,1.36655,-9.96
1095,1,-0.951133,8.04
1095,1,-5.91248,-7.96
1095,1,-7.36396,-11.96
1095,2,-2.43628,6.04
1095,2,-2.19199,-5.96
1095,2,-0.746931,-9.96
1161,1,1.89797,8.04
1161,1,-0.530329,-7.96
1161,1,-1.13049,-11.96
1161,2,-1.58853,6.04
1161,2,-1.94513,-5.96
1161,2,-1.12194,-9.96
1203,1,-0.787335,8.04
1203,1,-0.345283,-7.96
1203,2,0.35233,6.04
1203,2,0.947629,6.04
1203,2,5.79469,-5.96
1203,2,8.83365,-9.96
1209,1,1.16253,8.04
1209,1,1.89615,-7.96
1209,1,1.90217,-11.96
1209,2,1.68973,6.04
1209,2,3.29652,-5.96
1209,2,5.23055,-9.96
1259,1,1.77113,8.04
1259,1,2.55385,-7.96
1259,1,2.98854,-11.96
1259,2,-1.00733,6.04
1259,2,-3.25749,-5.96
1259,2,-3.15622,-9.96
1331,1,-2.48311,8.04
1331,1,-2.93564,-7.96
1331,1,-3.08397,-11.96
1331,2,-0.320868,6.04
1331,2,4.01391,-5.96
1331,2,6.89493,-9.96
1439,1,0.309218,8.04
1439,1,-1.9911,-7.96
1439,1,-2.93004,-11.96
1439,2,0.836803,6.04
1439,2,2.67477,-5.96
1439,2,4.72046,-9.96
1445,1,1.64135,8.04
1445,1,2.0098,-7.96
1445,2,-0.786983,6.04
1445,2,5.29994,-5.96
1551,1,-1.59946,8.04
1551,1,2.81534,8
1551,2,-0.737447,6.04
1551,2,1.08141,6
1551,2,0.444434,6.04
1551,2,7.55403,-5.96
1612,1,2.27545,8.04
1612,1,0.615033,-7.96
1612,1,0.837746,-11.96
1612,1,0.487318,-11.96
1612,2,0.573812,6.04
1612,2,3.27073,-5.96
1612,2,4.84884,-9.96
1612,2,5.85249,-9.96
1664,1,0.222994,8.04
1664,1,-4.67268,-7.96
1664,2,-0.200498,6.04
1664,2,3.87477,-5.96
1664,2,7.27176,-9.96
1688,1,3.4175,8.04
1688,1,2.40842,-7.96
1688,1,2.16245,-11.96
1688,2,-0.821076,6.04
1688,2,1.71994,-5.96
1688,2,4.41278,-9.96
1741,1,1.50481,8.04
1741,1,-1.47297,-7.96
1741,1,-1.63742,-11.96
1741,2,-2.06303,6.04
1741,2,-0.244927,-5.96
1741,2,1.6694,-9.96
1995,1,0.82654,8.04
1995,1,0.229121,-7.96
1995,1,-0.263758,-11.96
1995,2,-4.28572,6.04
1995,2,-5.19487,-5.96
1995,2,-4.23806,-9.96
2003,1,1.845,8.04
2003,1,1.72654,-7.96
2003,1,1.40918,-11.96
2003,2,-2.3633,6.04
2003,2,-1.47737,-5.96
2003,2,0.695985,-9.96
2038,1,0.841098,8.04
2038,1,-5.72724,-7.96
2038,2,0.677012,6.04
2038,2,4.84805,-5.96
2038,2,7.83854,-9.96
2097,1,0.0532347,8.04
2097,1,2.65771,-7.96
2097,1,3.44846,-11.96
2097,2,-2.42154,6.04
2097,2,-1.65301,-5.96
2097,2,-0.367806,-9.96
2107,1,2.32684,8.04
2107,1,5.65079,-7.96
2107,1,6.66403,-11.96
2107,2,1.05491,6.04
2107,2,3.66069,-5.96
2107,2,5.80116,-9.96
2222,1,-3.87001,8.04
2222,1,-0.479162,-7.96
2222,1,1.45705,-11.96
2222,2,-2.22501,6.04
2222,2,1.48383,-5.96
2222,2,5.35544,-9.96
2539,1,-0.875031,8.04
2539,1,0.472592,-7.96
2539,1,0.816949,-11.96
2539,2,-1.19655,6.04
2539,2,2.33111,-5.96
2539,2,5.08748,-9.96
2611,1,0.822085,8.04
2611,1,-2.9382,-7.96
2611,1,-4.52666,-11.96
2611,2,1.7396,6.04
2611,2,4.12629,-5.96
2611,2,5.81603,-9.96
2621,1,-2.20275,8.04
2621,1,-1.41209,-7.96
2621,1,-1.2516,-11.96
2621,2,-1.85731,6.04
2621,2,0.67085,-5.96
2621,2,3.45959,-9.96
2893,1,2.0115,8.04
2893,1,-3.34326,-7.96
2893,2,0.474486,6.04
2893,2,6.76253,-5.96
2893,2,8.51013,-9.96
2939,1,1.78811,8.04
2939,1,2.91353,-7.96
2939,1,3.67275,-11.96
2939,2,2.09304,6.04
2939,2,4.5363,-5.96
2939,2,6.62883,-9.96
3040,1,1.47299,8.04
3040,1,2.28842,-7.96
3040,1,2.56818,-11.96
3040,2,-3.03652,6.04
3040,2,-0.388888,-5.96
3040,2,1.44823,-9.96
3101,1,-2.57802,8.04
3101,1,-0.917372,-7.96
3101,1,-0.298799,-11.96
3101,2,-0.546749,6.04
3101,2,0.740499,-5.96
3101,2,2.12051,-9.96
3145,1,-0.878534,8.04
